Município;Sigla UF;Região;Mês/Ano;Vítima
Barro Duro;PI;NORDESTE;abr-19;0
Batalha;PI;NORDESTE;abr-19;0
Bela Vista Do Piauí;PI;NORDESTE;abr-19;0
Belém Do Piauí;PI;NORDESTE;abr-19;0
Beneditinos;PI;NORDESTE;abr-19;0
Bertolínia;PI;NORDESTE;abr-19;0
Betânia Do Piauí;PI;NORDESTE;abr-19;0
Boa Hora;PI;NORDESTE;abr-19;0
Bocaina;PI;NORDESTE;abr-19;0
Bom Jesus;PI;NORDESTE;abr-19;0
Bom Princípio Do Piauí;PI;NORDESTE;abr-19;0
Bonfim Do Piauí;PI;NORDESTE;abr-19;0
Boqueirão Do Piauí;PI;NORDESTE;abr-19;0
Brasileira;PI;NORDESTE;abr-19;0
Brejo Do Piauí;PI;NORDESTE;abr-19;0
Buriti Dos Lopes;PI;NORDESTE;abr-19;0
Buriti Dos Montes;PI;NORDESTE;abr-19;0
Cabeceiras Do Piauí;PI;NORDESTE;abr-19;0
Cajazeiras Do Piauí;PI;NORDESTE;abr-19;0
Cajueiro Da Praia;PI;NORDESTE;abr-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;abr-19;0
Campinas Do Piauí;PI;NORDESTE;abr-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;abr-19;0
Campo Grande Do Piauí;PI;NORDESTE;abr-19;0
Campo Largo Do Piauí;PI;NORDESTE;abr-19;0
Campo Maior;PI;NORDESTE;abr-19;0
Canavieira;PI;NORDESTE;abr-19;0
Canto Do Buriti;PI;NORDESTE;abr-19;0
Capitão De Campos;PI;NORDESTE;abr-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;abr-19;0
Caracol;PI;NORDESTE;abr-19;0
Caraúbas Do Piauí;PI;NORDESTE;abr-19;0
Caridade Do Piauí;PI;NORDESTE;abr-19;0
Castelo Do Piauí;PI;NORDESTE;abr-19;0
Caxingó;PI;NORDESTE;abr-19;0
Cocal;PI;NORDESTE;abr-19;0
Cocal De Telha;PI;NORDESTE;abr-19;0
Cocal Dos Alves;PI;NORDESTE;abr-19;0
Coivaras;PI;NORDESTE;abr-19;0
Colônia Do Gurguéia;PI;NORDESTE;abr-19;0
Colônia Do Piauí;PI;NORDESTE;abr-19;0
Conceição Do Canindé;PI;NORDESTE;abr-19;0
Coronel José Dias;PI;NORDESTE;abr-19;0
Corrente;PI;NORDESTE;abr-19;0
Cristalândia Do Piauí;PI;NORDESTE;abr-19;0
Cristino Castro;PI;NORDESTE;abr-19;0
Curimatá;PI;NORDESTE;abr-19;0
Currais;PI;NORDESTE;abr-19;0
Curralinhos;PI;NORDESTE;abr-19;0
Curral Novo Do Piauí;PI;NORDESTE;abr-19;0
Demerval Lobão;PI;NORDESTE;abr-19;1
Dirceu Arcoverde;PI;NORDESTE;abr-19;0
Dom Expedito Lopes;PI;NORDESTE;abr-19;0
Domingos Mourão;PI;NORDESTE;abr-19;0
Dom Inocêncio;PI;NORDESTE;abr-19;0
Elesbão Veloso;PI;NORDESTE;abr-19;0
Eliseu Martins;PI;NORDESTE;abr-19;0
Esperantina;PI;NORDESTE;abr-19;0
Fartura Do Piauí;PI;NORDESTE;abr-19;0
Flores Do Piauí;PI;NORDESTE;abr-19;0
Floresta Do Piauí;PI;NORDESTE;abr-19;0
Floriano;PI;NORDESTE;abr-19;1
Francinópolis;PI;NORDESTE;abr-19;0
Francisco Ayres;PI;NORDESTE;abr-19;0
Francisco Macedo;PI;NORDESTE;abr-19;0
Francisco Santos;PI;NORDESTE;abr-19;1
Fronteiras;PI;NORDESTE;abr-19;0
Geminiano;PI;NORDESTE;abr-19;0
Gilbués;PI;NORDESTE;abr-19;0
Guadalupe;PI;NORDESTE;abr-19;0
Guaribas;PI;NORDESTE;abr-19;0
Hugo Napoleão;PI;NORDESTE;abr-19;0
Ilha Grande;PI;NORDESTE;abr-19;0
Inhuma;PI;NORDESTE;abr-19;0
Ipiranga Do Piauí;PI;NORDESTE;abr-19;0
Isaías Coelho;PI;NORDESTE;abr-19;0
Itainópolis;PI;NORDESTE;abr-19;2
Itaueira;PI;NORDESTE;abr-19;0
Jacobina Do Piauí;PI;NORDESTE;abr-19;0
Jaicós;PI;NORDESTE;abr-19;0
Jardim Do Mulato;PI;NORDESTE;abr-19;0
Jatobá Do Piauí;PI;NORDESTE;abr-19;0
Jerumenha;PI;NORDESTE;abr-19;0
João Costa;PI;NORDESTE;abr-19;0
Joaquim Pires;PI;NORDESTE;abr-19;0
Joca Marques;PI;NORDESTE;abr-19;0
José De Freitas;PI;NORDESTE;abr-19;0
Juazeiro Do Piauí;PI;NORDESTE;abr-19;0
Júlio Borges;PI;NORDESTE;abr-19;0
Jurema;PI;NORDESTE;abr-19;0
Lagoinha Do Piauí;PI;NORDESTE;abr-19;0
Lagoa Alegre;PI;NORDESTE;abr-19;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;abr-19;0
Lagoa De São Francisco;PI;NORDESTE;abr-19;0
Lagoa Do Piauí;PI;NORDESTE;abr-19;0
Lagoa Do Sítio;PI;NORDESTE;abr-19;0
Landri Sales;PI;NORDESTE;abr-19;0
Luís Correia;PI;NORDESTE;abr-19;2
Luzilândia;PI;NORDESTE;abr-19;2
Madeiro;PI;NORDESTE;abr-19;0
Manoel Emídio;PI;NORDESTE;abr-19;0
Marcolândia;PI;NORDESTE;abr-19;0
Marcos Parente;PI;NORDESTE;abr-19;0
Massapê Do Piauí;PI;NORDESTE;abr-19;0
Matias Olímpio;PI;NORDESTE;abr-19;0
Miguel Alves;PI;NORDESTE;abr-19;2
Miguel Leão;PI;NORDESTE;abr-19;0
Milton Brandão;PI;NORDESTE;abr-19;0
Monsenhor Gil;PI;NORDESTE;abr-19;0
Monsenhor Hipólito;PI;NORDESTE;abr-19;0
Monte Alegre Do Piauí;PI;NORDESTE;abr-19;0
Morro Cabeça No Tempo;PI;NORDESTE;abr-19;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;abr-19;0
Murici Dos Portelas;PI;NORDESTE;abr-19;0
Nazaré Do Piauí;PI;NORDESTE;abr-19;0
Nazária;PI;NORDESTE;abr-19;0
Nossa Senhora De Nazaré;PI;NORDESTE;abr-19;0
Nossa Senhora Dos Remédios;PI;NORDESTE;abr-19;0
Novo Oriente Do Piauí;PI;NORDESTE;abr-19;0
Novo Santo Antônio;PI;NORDESTE;abr-19;0
Oeiras;PI;NORDESTE;abr-19;0
Olho D'Água Do Piauí;PI;NORDESTE;abr-19;0
Padre Marcos;PI;NORDESTE;abr-19;0
Paes Landim;PI;NORDESTE;abr-19;0
Pajeú Do Piauí;PI;NORDESTE;abr-19;0
Palmeira Do Piauí;PI;NORDESTE;abr-19;0
Palmeirais;PI;NORDESTE;abr-19;0
Paquetá;PI;NORDESTE;abr-19;0
Parnaguá;PI;NORDESTE;abr-19;1
Parnaíba;PI;NORDESTE;abr-19;3
Passagem Franca Do Piauí;PI;NORDESTE;abr-19;0
Patos Do Piauí;PI;NORDESTE;abr-19;0
Pau D'Arco Do Piauí;PI;NORDESTE;abr-19;0
Paulistana;PI;NORDESTE;abr-19;0
Pavussu;PI;NORDESTE;abr-19;0
Pedro Ii;PI;NORDESTE;abr-19;0
Pedro Laurentino;PI;NORDESTE;abr-19;0
Nova Santa Rita;PI;NORDESTE;abr-19;0
Picos;PI;NORDESTE;abr-19;1
Pimenteiras;PI;NORDESTE;abr-19;0
Pio Ix;PI;NORDESTE;abr-19;1
Piracuruca;PI;NORDESTE;abr-19;0
Piripiri;PI;NORDESTE;abr-19;7
Porto;PI;NORDESTE;abr-19;0
Porto Alegre Do Piauí;PI;NORDESTE;abr-19;0
Prata Do Piauí;PI;NORDESTE;abr-19;0
Queimada Nova;PI;NORDESTE;abr-19;0
Redenção Do Gurguéia;PI;NORDESTE;abr-19;0
Regeneração;PI;NORDESTE;abr-19;0
Riacho Frio;PI;NORDESTE;abr-19;0
Ribeira Do Piauí;PI;NORDESTE;abr-19;0
Ribeiro Gonçalves;PI;NORDESTE;abr-19;1
Rio Grande Do Piauí;PI;NORDESTE;abr-19;0
Santa Cruz Do Piauí;PI;NORDESTE;abr-19;1
Santa Cruz Dos Milagres;PI;NORDESTE;abr-19;0
Santa Filomena;PI;NORDESTE;abr-19;0
Santa Luz;PI;NORDESTE;abr-19;0
Santana Do Piauí;PI;NORDESTE;abr-19;1
Santa Rosa Do Piauí;PI;NORDESTE;abr-19;0
Santo Antônio De Lisboa;PI;NORDESTE;abr-19;0
Santo Antônio Dos Milagres;PI;NORDESTE;abr-19;0
Santo Inácio Do Piauí;PI;NORDESTE;abr-19;0
São Braz Do Piauí;PI;NORDESTE;abr-19;0
São Félix Do Piauí;PI;NORDESTE;abr-19;0
São Francisco De Assis Do Piauí;PI;NORDESTE;abr-19;0
São Francisco Do Piauí;PI;NORDESTE;abr-19;0
São Gonçalo Do Gurguéia;PI;NORDESTE;abr-19;0
São Gonçalo Do Piauí;PI;NORDESTE;abr-19;0
São João Da Canabrava;PI;NORDESTE;abr-19;0
São João Da Fronteira;PI;NORDESTE;abr-19;0
São João Da Serra;PI;NORDESTE;abr-19;0
São João Da Varjota;PI;NORDESTE;abr-19;0
São João Do Arraial;PI;NORDESTE;abr-19;0
São João Do Piauí;PI;NORDESTE;abr-19;0
São José Do Divino;PI;NORDESTE;abr-19;0
São José Do Peixe;PI;NORDESTE;abr-19;0
São José Do Piauí;PI;NORDESTE;abr-19;0
São Julião;PI;NORDESTE;abr-19;0
São Lourenço Do Piauí;PI;NORDESTE;abr-19;0
São Luis Do Piauí;PI;NORDESTE;abr-19;0
São Miguel Da Baixa Grande;PI;NORDESTE;abr-19;0
São Miguel Do Fidalgo;PI;NORDESTE;abr-19;0
São Miguel Do Tapuio;PI;NORDESTE;abr-19;0
São Pedro Do Piauí;PI;NORDESTE;abr-19;0
São Raimundo Nonato;PI;NORDESTE;abr-19;0
Sebastião Barros;PI;NORDESTE;abr-19;0
Sebastião Leal;PI;NORDESTE;abr-19;0
Sigefredo Pacheco;PI;NORDESTE;abr-19;0
Simões;PI;NORDESTE;abr-19;1
Simplício Mendes;PI;NORDESTE;abr-19;0
Socorro Do Piauí;PI;NORDESTE;abr-19;0
Sussuapara;PI;NORDESTE;abr-19;0
Tamboril Do Piauí;PI;NORDESTE;abr-19;0
Tanque Do Piauí;PI;NORDESTE;abr-19;0
Teresina;PI;NORDESTE;abr-19;17
União;PI;NORDESTE;abr-19;2
Uruçuí;PI;NORDESTE;abr-19;0
Valença Do Piauí;PI;NORDESTE;abr-19;0
Várzea Branca;PI;NORDESTE;abr-19;0
Várzea Grande;PI;NORDESTE;abr-19;0
Vera Mendes;PI;NORDESTE;abr-19;0
Vila Nova Do Piauí;PI;NORDESTE;abr-19;0
Wall Ferraz;PI;NORDESTE;abr-19;0
Acauã;PI;NORDESTE;mai-19;1
Agricolândia;PI;NORDESTE;mai-19;0
Água Branca;PI;NORDESTE;mai-19;0
Alagoinha Do Piauí;PI;NORDESTE;mai-19;0
Alegrete Do Piauí;PI;NORDESTE;mai-19;0
Alto Longá;PI;NORDESTE;mai-19;1
Altos;PI;NORDESTE;mai-19;0
Alvorada Do Gurguéia;PI;NORDESTE;mai-19;0
Amarante;PI;NORDESTE;mai-19;0
Angical Do Piauí;PI;NORDESTE;mai-19;0
Anísio De Abreu;PI;NORDESTE;mai-19;0
Antônio Almeida;PI;NORDESTE;mai-19;0
Aroazes;PI;NORDESTE;mai-19;0
Aroeiras Do Itaim;PI;NORDESTE;mai-19;0
Arraial;PI;NORDESTE;mai-19;0
Assunção Do Piauí;PI;NORDESTE;mai-19;0
Avelino Lopes;PI;NORDESTE;mai-19;0
Baixa Grande Do Ribeiro;PI;NORDESTE;mai-19;0
Barra D'Alcântara;PI;NORDESTE;mai-19;0
Barras;PI;NORDESTE;mai-19;3
Barreiras Do Piauí;PI;NORDESTE;mai-19;0
Barro Duro;PI;NORDESTE;mai-19;0
Batalha;PI;NORDESTE;mai-19;0
Bela Vista Do Piauí;PI;NORDESTE;mai-19;0
Belém Do Piauí;PI;NORDESTE;mai-19;0
Beneditinos;PI;NORDESTE;mai-19;0
Bertolínia;PI;NORDESTE;mai-19;0
Betânia Do Piauí;PI;NORDESTE;mai-19;0
Boa Hora;PI;NORDESTE;mai-19;0
Bocaina;PI;NORDESTE;mai-19;0
Bom Jesus;PI;NORDESTE;mai-19;0
Bom Princípio Do Piauí;PI;NORDESTE;mai-19;0
Bonfim Do Piauí;PI;NORDESTE;mai-19;0
Boqueirão Do Piauí;PI;NORDESTE;mai-19;0
Brasileira;PI;NORDESTE;mai-19;0
Brejo Do Piauí;PI;NORDESTE;mai-19;0
Buriti Dos Lopes;PI;NORDESTE;mai-19;0
Buriti Dos Montes;PI;NORDESTE;mai-19;0
Cabeceiras Do Piauí;PI;NORDESTE;mai-19;0
Cajazeiras Do Piauí;PI;NORDESTE;mai-19;0
Cajueiro Da Praia;PI;NORDESTE;mai-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;mai-19;0
Campinas Do Piauí;PI;NORDESTE;mai-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;mai-19;0
Campo Grande Do Piauí;PI;NORDESTE;mai-19;0
Campo Largo Do Piauí;PI;NORDESTE;mai-19;0
Campo Maior;PI;NORDESTE;mai-19;0
Canavieira;PI;NORDESTE;mai-19;0
Canto Do Buriti;PI;NORDESTE;mai-19;0
Capitão De Campos;PI;NORDESTE;mai-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;mai-19;0
Caracol;PI;NORDESTE;mai-19;0
Caraúbas Do Piauí;PI;NORDESTE;mai-19;0
Caridade Do Piauí;PI;NORDESTE;mai-19;0
Castelo Do Piauí;PI;NORDESTE;mai-19;0
Caxingó;PI;NORDESTE;mai-19;0
Cocal;PI;NORDESTE;mai-19;6
Cocal De Telha;PI;NORDESTE;mai-19;0
Cocal Dos Alves;PI;NORDESTE;mai-19;1
Coivaras;PI;NORDESTE;mai-19;0
Colônia Do Gurguéia;PI;NORDESTE;mai-19;0
Colônia Do Piauí;PI;NORDESTE;mai-19;0
Conceição Do Canindé;PI;NORDESTE;mai-19;0
Coronel José Dias;PI;NORDESTE;mai-19;0
Corrente;PI;NORDESTE;mai-19;0
Cristalândia Do Piauí;PI;NORDESTE;mai-19;0
Cristino Castro;PI;NORDESTE;mai-19;0
Curimatá;PI;NORDESTE;mai-19;0
Currais;PI;NORDESTE;mai-19;0
Curralinhos;PI;NORDESTE;mai-19;0
Curral Novo Do Piauí;PI;NORDESTE;mai-19;0
Demerval Lobão;PI;NORDESTE;mai-19;1
Dirceu Arcoverde;PI;NORDESTE;mai-19;0
Dom Expedito Lopes;PI;NORDESTE;mai-19;0
Domingos Mourão;PI;NORDESTE;mai-19;0
Dom Inocêncio;PI;NORDESTE;mai-19;0
Elesbão Veloso;PI;NORDESTE;mai-19;0
Eliseu Martins;PI;NORDESTE;mai-19;0
Esperantina;PI;NORDESTE;mai-19;0
Fartura Do Piauí;PI;NORDESTE;mai-19;0
Flores Do Piauí;PI;NORDESTE;mai-19;0
Floresta Do Piauí;PI;NORDESTE;mai-19;0
Floriano;PI;NORDESTE;mai-19;1
Francinópolis;PI;NORDESTE;mai-19;0
Francisco Ayres;PI;NORDESTE;mai-19;0
Francisco Macedo;PI;NORDESTE;mai-19;0
Francisco Santos;PI;NORDESTE;mai-19;0
Fronteiras;PI;NORDESTE;mai-19;0
Geminiano;PI;NORDESTE;mai-19;0
Gilbués;PI;NORDESTE;mai-19;0
Guadalupe;PI;NORDESTE;mai-19;0
Guaribas;PI;NORDESTE;mai-19;0
Hugo Napoleão;PI;NORDESTE;mai-19;0
Ilha Grande;PI;NORDESTE;mai-19;0
Inhuma;PI;NORDESTE;mai-19;0
Ipiranga Do Piauí;PI;NORDESTE;mai-19;0
Isaías Coelho;PI;NORDESTE;mai-19;1
Itainópolis;PI;NORDESTE;mai-19;0
Itaueira;PI;NORDESTE;mai-19;0
Jacobina Do Piauí;PI;NORDESTE;mai-19;0
Jaicós;PI;NORDESTE;mai-19;0
Jardim Do Mulato;PI;NORDESTE;mai-19;0
Jatobá Do Piauí;PI;NORDESTE;mai-19;0
Jerumenha;PI;NORDESTE;mai-19;0
João Costa;PI;NORDESTE;mai-19;0
Joaquim Pires;PI;NORDESTE;mai-19;0
Joca Marques;PI;NORDESTE;mai-19;0
José De Freitas;PI;NORDESTE;mai-19;0
Juazeiro Do Piauí;PI;NORDESTE;mai-19;0
Júlio Borges;PI;NORDESTE;mai-19;0
Jurema;PI;NORDESTE;mai-19;0
Lagoinha Do Piauí;PI;NORDESTE;mai-19;0
Lagoa Alegre;PI;NORDESTE;mai-19;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;mai-19;0
Lagoa De São Francisco;PI;NORDESTE;mai-19;0
Lagoa Do Piauí;PI;NORDESTE;mai-19;0
Lagoa Do Sítio;PI;NORDESTE;mai-19;0
Landri Sales;PI;NORDESTE;mai-19;0
Luís Correia;PI;NORDESTE;mai-19;0
Luzilândia;PI;NORDESTE;mai-19;0
Madeiro;PI;NORDESTE;mai-19;0
Manoel Emídio;PI;NORDESTE;mai-19;0
Marcolândia;PI;NORDESTE;mai-19;0
Marcos Parente;PI;NORDESTE;mai-19;0
Massapê Do Piauí;PI;NORDESTE;mai-19;0
Matias Olímpio;PI;NORDESTE;mai-19;0
Miguel Alves;PI;NORDESTE;mai-19;1
Miguel Leão;PI;NORDESTE;mai-19;0
Milton Brandão;PI;NORDESTE;mai-19;0
Monsenhor Gil;PI;NORDESTE;mai-19;0
Monsenhor Hipólito;PI;NORDESTE;mai-19;0
Monte Alegre Do Piauí;PI;NORDESTE;mai-19;0
Morro Cabeça No Tempo;PI;NORDESTE;mai-19;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;mai-19;0
Murici Dos Portelas;PI;NORDESTE;mai-19;0
Nazaré Do Piauí;PI;NORDESTE;mai-19;1
Nazária;PI;NORDESTE;mai-19;0
Nossa Senhora De Nazaré;PI;NORDESTE;mai-19;0
Nossa Senhora Dos Remédios;PI;NORDESTE;mai-19;0
Novo Oriente Do Piauí;PI;NORDESTE;mai-19;0
Novo Santo Antônio;PI;NORDESTE;mai-19;0
Oeiras;PI;NORDESTE;mai-19;0
Olho D'Água Do Piauí;PI;NORDESTE;mai-19;0
Padre Marcos;PI;NORDESTE;mai-19;0
Paes Landim;PI;NORDESTE;mai-19;0
Pajeú Do Piauí;PI;NORDESTE;mai-19;0
Palmeira Do Piauí;PI;NORDESTE;mai-19;0
Palmeirais;PI;NORDESTE;mai-19;1
Paquetá;PI;NORDESTE;mai-19;0
Parnaguá;PI;NORDESTE;mai-19;0
Parnaíba;PI;NORDESTE;mai-19;3
Passagem Franca Do Piauí;PI;NORDESTE;mai-19;0
Patos Do Piauí;PI;NORDESTE;mai-19;0
Pau D'Arco Do Piauí;PI;NORDESTE;mai-19;1
Paulistana;PI;NORDESTE;mai-19;0
Pavussu;PI;NORDESTE;mai-19;1
Pedro Ii;PI;NORDESTE;mai-19;2
Pedro Laurentino;PI;NORDESTE;mai-19;0
Nova Santa Rita;PI;NORDESTE;mai-19;0
Picos;PI;NORDESTE;mai-19;0
Pimenteiras;PI;NORDESTE;mai-19;0
Pio Ix;PI;NORDESTE;mai-19;0
Piracuruca;PI;NORDESTE;mai-19;2
Piripiri;PI;NORDESTE;mai-19;2
Porto;PI;NORDESTE;mai-19;0
Porto Alegre Do Piauí;PI;NORDESTE;mai-19;0
Prata Do Piauí;PI;NORDESTE;mai-19;0
Queimada Nova;PI;NORDESTE;mai-19;0
Redenção Do Gurguéia;PI;NORDESTE;mai-19;0
Regeneração;PI;NORDESTE;mai-19;0
Riacho Frio;PI;NORDESTE;mai-19;0
Ribeira Do Piauí;PI;NORDESTE;mai-19;0
Ribeiro Gonçalves;PI;NORDESTE;mai-19;0
Rio Grande Do Piauí;PI;NORDESTE;mai-19;0
Santa Cruz Do Piauí;PI;NORDESTE;mai-19;0
Santa Cruz Dos Milagres;PI;NORDESTE;mai-19;0
Santa Filomena;PI;NORDESTE;mai-19;0
Santa Luz;PI;NORDESTE;mai-19;1
Santana Do Piauí;PI;NORDESTE;mai-19;0
Santa Rosa Do Piauí;PI;NORDESTE;mai-19;0
Santo Antônio De Lisboa;PI;NORDESTE;mai-19;0
Santo Antônio Dos Milagres;PI;NORDESTE;mai-19;0
Santo Inácio Do Piauí;PI;NORDESTE;mai-19;0
São Braz Do Piauí;PI;NORDESTE;mai-19;0
São Félix Do Piauí;PI;NORDESTE;mai-19;0
São Francisco De Assis Do Piauí;PI;NORDESTE;mai-19;0
São Francisco Do Piauí;PI;NORDESTE;mai-19;1
São Gonçalo Do Gurguéia;PI;NORDESTE;mai-19;1
São Gonçalo Do Piauí;PI;NORDESTE;mai-19;0
São João Da Canabrava;PI;NORDESTE;mai-19;0
São João Da Fronteira;PI;NORDESTE;mai-19;0
São João Da Serra;PI;NORDESTE;mai-19;0
São João Da Varjota;PI;NORDESTE;mai-19;0
São João Do Arraial;PI;NORDESTE;mai-19;0
São João Do Piauí;PI;NORDESTE;mai-19;0
São José Do Divino;PI;NORDESTE;mai-19;0
São José Do Peixe;PI;NORDESTE;mai-19;0
São José Do Piauí;PI;NORDESTE;mai-19;0
São Julião;PI;NORDESTE;mai-19;0
São Lourenço Do Piauí;PI;NORDESTE;mai-19;0
São Luis Do Piauí;PI;NORDESTE;mai-19;0
São Miguel Da Baixa Grande;PI;NORDESTE;mai-19;0
São Miguel Do Fidalgo;PI;NORDESTE;mai-19;0
São Miguel Do Tapuio;PI;NORDESTE;mai-19;0
São Pedro Do Piauí;PI;NORDESTE;mai-19;1
São Raimundo Nonato;PI;NORDESTE;mai-19;1
Sebastião Barros;PI;NORDESTE;mai-19;0
Sebastião Leal;PI;NORDESTE;mai-19;0
Sigefredo Pacheco;PI;NORDESTE;mai-19;0
Simões;PI;NORDESTE;mai-19;0
Simplício Mendes;PI;NORDESTE;mai-19;0
Socorro Do Piauí;PI;NORDESTE;mai-19;0
Sussuapara;PI;NORDESTE;mai-19;0
Tamboril Do Piauí;PI;NORDESTE;mai-19;0
Tanque Do Piauí;PI;NORDESTE;mai-19;0
Teresina;PI;NORDESTE;mai-19;25
União;PI;NORDESTE;mai-19;1
Uruçuí;PI;NORDESTE;mai-19;0
Valença Do Piauí;PI;NORDESTE;mai-19;0
Várzea Branca;PI;NORDESTE;mai-19;0
Várzea Grande;PI;NORDESTE;mai-19;0
Vera Mendes;PI;NORDESTE;mai-19;0
Vila Nova Do Piauí;PI;NORDESTE;mai-19;0
Wall Ferraz;PI;NORDESTE;mai-19;0
Acauã;PI;NORDESTE;jun-19;0
Agricolândia;PI;NORDESTE;jun-19;0
Água Branca;PI;NORDESTE;jun-19;0
Alagoinha Do Piauí;PI;NORDESTE;jun-19;0
Alegrete Do Piauí;PI;NORDESTE;jun-19;0
Alto Longá;PI;NORDESTE;jun-19;0
Altos;PI;NORDESTE;jun-19;0
Alvorada Do Gurguéia;PI;NORDESTE;jun-19;0
Amarante;PI;NORDESTE;jun-19;2
Angical Do Piauí;PI;NORDESTE;jun-19;0
Anísio De Abreu;PI;NORDESTE;jun-19;0
Antônio Almeida;PI;NORDESTE;jun-19;0
Aroazes;PI;NORDESTE;jun-19;0
Aroeiras Do Itaim;PI;NORDESTE;jun-19;1
Arraial;PI;NORDESTE;jun-19;0
Assunção Do Piauí;PI;NORDESTE;jun-19;0
Avelino Lopes;PI;NORDESTE;jun-19;0
Baixa Grande Do Ribeiro;PI;NORDESTE;jun-19;0
Barra D'Alcântara;PI;NORDESTE;jun-19;0
Barras;PI;NORDESTE;jun-19;0
Barreiras Do Piauí;PI;NORDESTE;jun-19;0
Barro Duro;PI;NORDESTE;jun-19;0
Batalha;PI;NORDESTE;jun-19;0
Bela Vista Do Piauí;PI;NORDESTE;jun-19;0
Belém Do Piauí;PI;NORDESTE;jun-19;0
Beneditinos;PI;NORDESTE;jun-19;0
Bertolínia;PI;NORDESTE;jun-19;0
Betânia Do Piauí;PI;NORDESTE;jun-19;0
Boa Hora;PI;NORDESTE;jun-19;0
Bocaina;PI;NORDESTE;jun-19;0
Bom Jesus;PI;NORDESTE;jun-19;0
Bom Princípio Do Piauí;PI;NORDESTE;jun-19;0
Bonfim Do Piauí;PI;NORDESTE;jun-19;0
Boqueirão Do Piauí;PI;NORDESTE;jun-19;0
Brasileira;PI;NORDESTE;jun-19;0
Brejo Do Piauí;PI;NORDESTE;jun-19;0
Buriti Dos Lopes;PI;NORDESTE;jun-19;1
Buriti Dos Montes;PI;NORDESTE;jun-19;0
Cabeceiras Do Piauí;PI;NORDESTE;jun-19;0
Cajazeiras Do Piauí;PI;NORDESTE;jun-19;0
Cajueiro Da Praia;PI;NORDESTE;jun-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;jun-19;1
Campinas Do Piauí;PI;NORDESTE;jun-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;jun-19;0
Campo Grande Do Piauí;PI;NORDESTE;jun-19;0
Campo Largo Do Piauí;PI;NORDESTE;jun-19;0
Campo Maior;PI;NORDESTE;jun-19;0
Canavieira;PI;NORDESTE;jun-19;0
Canto Do Buriti;PI;NORDESTE;jun-19;0
Capitão De Campos;PI;NORDESTE;jun-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;jun-19;0
Caracol;PI;NORDESTE;jun-19;1
Caraúbas Do Piauí;PI;NORDESTE;jun-19;0
Caridade Do Piauí;PI;NORDESTE;jun-19;0
Castelo Do Piauí;PI;NORDESTE;jun-19;0
Caxingó;PI;NORDESTE;jun-19;0
Cocal;PI;NORDESTE;jun-19;0
Cocal De Telha;PI;NORDESTE;jun-19;0
Cocal Dos Alves;PI;NORDESTE;jun-19;0
Coivaras;PI;NORDESTE;jun-19;0
Colônia Do Gurguéia;PI;NORDESTE;jun-19;0
Colônia Do Piauí;PI;NORDESTE;jun-19;0
Conceição Do Canindé;PI;NORDESTE;jun-19;0
Coronel José Dias;PI;NORDESTE;jun-19;0
Corrente;PI;NORDESTE;jun-19;1
Cristalândia Do Piauí;PI;NORDESTE;jun-19;0
Cristino Castro;PI;NORDESTE;jun-19;1
Curimatá;PI;NORDESTE;jun-19;0
Currais;PI;NORDESTE;jun-19;0
Curralinhos;PI;NORDESTE;jun-19;0
Curral Novo Do Piauí;PI;NORDESTE;jun-19;0
Demerval Lobão;PI;NORDESTE;jun-19;1
Dirceu Arcoverde;PI;NORDESTE;jun-19;0
Dom Expedito Lopes;PI;NORDESTE;jun-19;0
Domingos Mourão;PI;NORDESTE;jun-19;0
Dom Inocêncio;PI;NORDESTE;jun-19;0
Elesbão Veloso;PI;NORDESTE;jun-19;0
Eliseu Martins;PI;NORDESTE;jun-19;0
Esperantina;PI;NORDESTE;jun-19;2
Fartura Do Piauí;PI;NORDESTE;jun-19;0
Flores Do Piauí;PI;NORDESTE;jun-19;0
Floresta Do Piauí;PI;NORDESTE;jun-19;0
Floriano;PI;NORDESTE;jun-19;0
Francinópolis;PI;NORDESTE;jun-19;0
Francisco Ayres;PI;NORDESTE;jun-19;0
Francisco Macedo;PI;NORDESTE;jun-19;0
Francisco Santos;PI;NORDESTE;jun-19;0
Fronteiras;PI;NORDESTE;jun-19;0
Geminiano;PI;NORDESTE;jun-19;0
Gilbués;PI;NORDESTE;jun-19;0
Guadalupe;PI;NORDESTE;jun-19;0
Guaribas;PI;NORDESTE;jun-19;0
Hugo Napoleão;PI;NORDESTE;jun-19;0
Ilha Grande;PI;NORDESTE;jun-19;2
Inhuma;PI;NORDESTE;jun-19;0
Ipiranga Do Piauí;PI;NORDESTE;jun-19;0
Isaías Coelho;PI;NORDESTE;jun-19;0
Itainópolis;PI;NORDESTE;jun-19;0
